NATUR'L OLEO             ;930 ML/L ÓLEO VEGETA;10534;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;18,72
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RJ        ;SUDESTE        ;2025;7;ATACADO                                                     ;0,48
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RN        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,56
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,58
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;7;ATACADO                                                     ;0,79
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RS        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,64
OVOS DE GALINHA          ;VERMELHO TIPO GRANDE;11156;RS        ;SUL            ;2025;7;ATACADO                                                     ;1,01
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SC        ;SUL            ;2025;7;ATACADO                                                     ;0,65
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;7;ATACADO                                                     ;0,62
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,41
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;TO        ;NORTE          ;2025;7;ATACADO                                                     ;0,68
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AC        ;NORTE          ;2025;8;ATACADO                                                     ;0,79
OVOS DE GALINHA          ;BRANCO (A)          ;4269;AL        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,65
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AL        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,59
OVOS DE GALINHA          ;TIPO A BRANCO       ;11245;AM        ;NORTE          ;2025;8;ATACADO                                                     ;0,63
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AP        ;NORTE          ;2025;8;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;BA        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;CE        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,59
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
OVOS DE GALINHA          ;VERMELHO EXTRA      ;4265;ES        ;SUDESTE        ;2025;8;ATACADO                                                     ;0,47
OVOS DE GALINHA          ;BRANCO EXTRA        ;4264;ES        ;SUDESTE        ;2025;8;ATACADO                                                     ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;ES        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;0,54
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;8;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PB        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,47
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;BRANCO (A)          ;4269;PE        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,57
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;8;ATACADO                                                     ;0,63
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RJ        ;SUDESTE        ;2025;8;ATACADO                                                     ;0,48
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RN        ;NORDESTE       ;2025;8;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;8;ATACADO                                                     ;0,82
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RS        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,64
OVOS DE GALINHA          ;VERMELHO TIPO GRANDE;11156;RS        ;SUL            ;2025;8;ATACADO                                                     ;1,03
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SC        ;SUL            ;2025;8;ATACADO                                                     ;0,63
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;8;ATACADO                                                     ;0,68
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;TO        ;NORTE          ;2025;8;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AC        ;NORTE          ;2025;9;ATACADO                                                     ;0,76
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AL        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;BRANCO (A)          ;4269;AL        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,58
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AM        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,56
OVOS DE GALINHA          ;TIPO A BRANCO       ;11245;AM        ;NORTE          ;2025;9;ATACADO                                                     ;0,62
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AP        ;NORTE          ;2025;9;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;BA        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,59
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;CE        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,63
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;ES        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;VERMELHO EXTRA      ;4265;ES        ;SUDESTE        ;2025;9;ATACADO                                                     ;0,47
OVOS DE GALINHA          ;BRANCO EXTRA        ;4264;ES        ;SUDESTE        ;2025;9;ATACADO                                                     ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,45
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;0,53
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;0,53
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,52
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;9;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PB        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;BRANCO (A)          ;4269;PE        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,53
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;9;ATACADO                                                     ;0,57
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RJ        ;SUDESTE        ;2025;9;ATACADO                                                     ;0,48
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RN        ;NORDESTE       ;2025;9;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;9;ATACADO                                                     ;0,81
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RS        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,62
OVOS DE GALINHA          ;VERMELHO TIPO GRANDE;11156;RS        ;SUL            ;2025;9;ATACADO                                                     ;0,98
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SC        ;SUL            ;2025;9;ATACADO                                                     ;0,63
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;9;ATACADO                                                     ;0,63
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;TO        ;NORTE          ;2025;9;ATACADO                                                     ;0,57
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AC        ;NORTE          ;2025;10;ATACADO                                                     ;0,72
OVOS DE GALINHA          ;BRANCO (A)          ;4269;AL        ;NORDESTE       ;2025;10;ATACADO                                                     ;0,58
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AL        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,41
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AM        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,52
OVOS DE GALINHA          ;TIPO A BRANCO       ;11245;AM        ;NORTE          ;2025;10;ATACADO                                                     ;0,61
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AP        ;NORTE          ;2025;10;ATACADO                                                     ;0,73
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;BA        ;NORDESTE       ;2025;10;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;CE        ;NORDESTE       ;2025;10;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,37
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;0,61
OVOS DE GALINHA          ;BRANCO EXTRA        ;4264;ES        ;SUDESTE        ;2025;10;ATACADO                                                     ;0,4
OVOS DE GALINHA          ;VERMELHO EXTRA      ;4265;ES        ;SUDESTE        ;2025;10;ATACADO                                                     ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;ES        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;0,53
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,41
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;0,53
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;10;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,45
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PB        ;NORDESTE       ;2025;10;ATACADO                                                     ;0,58
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,37
OVOS DE GALINHA          ;BRANCO (A)          ;4269;PE        ;NORDESTE       ;2025;10;ATACADO                                                     ;0,57
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;10;ATACADO                                                     ;0,67
