SEMENTE DE TRITICALE     ;NÃO INFORMADO       ;5322;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
TILT                     ;250 G/L PROPICONAZOL;4021;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;64,52
TILT                     ;250 G/L PROPICONAZOL;4021;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;62,5
TILT                     ;250 G/L PROPICONAZOL;4021;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;62,0
TILT                     ;250 G/L PROPICONAZOL;4021;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;67,62
TILT                     ;250 G/L PROPICONAZOL;4021;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;62,5
TILT                     ;250 G/L PROPICONAZOL;4021;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;185,0
TILT                     ;NÃO INFORMADO       ;5599;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;65,0
TILT                     ;250 G/L PROPICONAZOL;4021;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;71,79
TINTA PVA                ;NÃO INFORMADO       ;13129;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;76,0
TMB (TUBO MATA BICUDO)   ;NÃO INFORMADO       ;10326;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;52,0
TMB (TUBO MATA BICUDO)   ;NÃO INFORMADO       ;10326;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;53,61
TMB (TUBO MATA BICUDO)   ;NÃO INFORMADO       ;10326;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;50,0
TMB (TUBO MATA BICUDO)   ;NÃO INFORMADO       ;10326;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;52,76
TMB (TUBO MATA BICUDO)   ;NÃO INFORMADO       ;10326;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;56,56
TOCA ARABE               ;NÃO INFORMADO       ;12287;CE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;22,0
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2025;6;VAREJO                                                      ;10,84
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,88
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,7
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,0
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,87
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,24
TOMATE                   ;ITALIANO            ;11503;MG        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,88
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,72
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,63
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,83
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,25
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,57
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,29
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;14,1
TOMATE                   ;LONGA VIDA          ;6747;RS        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,6
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,9
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2025;7;VAREJO                                                      ;10,61
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,61
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,23
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,42
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,18
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,32
TOMATE                   ;ITALIANO            ;11503;MG        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,61
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,63
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,41
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,73
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,52
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,08
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,03
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,7
TOMATE                   ;LONGA VIDA          ;6747;RS        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,09
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2025;8;VAREJO                                                      ;11,03
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,12
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,7
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,05
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,97
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,01
TOMATE                   ;ITALIANO            ;11503;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,85
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,48
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,21
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,18
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,47
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,2
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,9
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,03
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,33
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
TOMATE                   ;NÃO INFORMADO       ;4667;AC        ;NORTE          ;2025;9;VAREJO                                                      ;8,66
TOMATE                   ;NÃO INFORMADO       ;4667;AL        ;NORDESTE       ;2025;9;VAREJO                                                      ;4,69
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2025;9;VAREJO                                                      ;8,55
TOMATE                   ;NÃO INFORMADO       ;4667;AP        ;NORTE          ;2025;9;VAREJO                                                      ;10,19
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,29
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2025;9;VAREJO                                                      ;5,2
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2025;9;VAREJO                                                      ;5,99
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,85
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,19
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;5,77
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2025;9;VAREJO                                                      ;6,72
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,34
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,85
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;5,37
TOMATE                   ;NÃO INFORMADO       ;4667;MA        ;NORDESTE       ;2025;9;VAREJO                                                      ;7,05
TOMATE                   ;NÃO INFORMADO       ;4667;MG        ;SUDESTE        ;2025;9;VAREJO                                                      ;6,53
TOMATE                   ;ITALIANO            ;11503;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,23
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,92
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;6,41
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;7,35
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,36
TOMATE                   ;NÃO INFORMADO       ;4667;PA        ;NORTE          ;2025;9;VAREJO                                                      ;8,56
TOMATE                   ;NÃO INFORMADO       ;4667;PB        ;NORDESTE       ;2025;9;VAREJO                                                      ;5,35
TOMATE                   ;NÃO INFORMADO       ;4667;PE        ;NORDESTE       ;2025;9;VAREJO                                                      ;5,68
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,14
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2025;9;VAREJO                                                      ;6,18
TOMATE                   ;NÃO INFORMADO       ;4667;PR        ;SUL            ;2025;9;VAREJO                                                      ;7,07
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,17
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,32
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,52
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2025;9;VAREJO                                                      ;7,74
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2025;9;VAREJO                                                      ;5,51
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,16
TOMATE                   ;NÃO INFORMADO       ;4667;RO        ;NORTE          ;2025;9;VAREJO                                                      ;8,53
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,26
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2025;9;VAREJO                                                      ;10,09
TOMATE                   ;NÃO INFORMADO       ;4667;RS        ;SUL            ;2025;9;VAREJO                                                      ;7,68
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2025;9;VAREJO                                                      ;7,46
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,11
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2025;9;VAREJO                                                      ;4,61
